"","year","length"
"36900",1997,98
"36901",1938,32
"36902",1980,99
"36903",1987,84
"36904",1943,108
"36905",1959,129
"36906",1940,126
"36907",1959,136
"36908",1941,58
"36909",1992,98
"36910",2003,28
"36911",1971,18
"36912",1991,58
"36913",1950,67
"36914",1937,70
"36915",1992,87
"36916",1938,8
"36917",1960,122
"36918",1972,84
"36919",1978,95
"36920",2000,30
"36921",1943,94
"36922",2004,30
"36923",2003,82
"36924",2003,103
"36925",1976,86
"36926",1940,10
"36927",1946,7
"36928",1947,91
"36929",1940,125
"36930",1942,65
"36931",1948,79
"36932",1945,61
"36933",1970,96
"36934",1978,100
"36935",1997,85
"36936",2004,90
"36937",2003,9
"36938",2001,97
"36939",2002,104
"36940",1999,145
"36941",1994,7
"36942",2003,104
"36943",2002,13
"36944",1988,97
"36945",1922,92
"36946",1979,124
"36947",2000,93
"36948",2002,71
"36949",1948,128
"36950",1983,125
"36951",1968,124
"36952",2000,102
"36953",1944,11
"36954",1955,11
"36955",1942,12
"36956",1962,77
"36957",2000,88
"36958",1974,88
"36959",1999,85
"36960",2001,86
"36961",1995,91
"36962",1994,80
"36963",1988,99
"36964",2001,89
"36965",2004,88
"36966",1996,90
"36967",1998,90
"36968",2000,14
"36969",1995,87
"36970",1936,7
"36971",1973,97
"36972",1986,106
"36973",1930,76
"36974",1949,91
"36975",1991,115
"36976",1993,13
"36977",2002,23
"36978",1997,88
"36979",1981,69
"36980",1955,135
"36981",1984,88
"36982",1957,67
"36983",1988,81
"36984",1966,119
"36985",1991,135
"36986",1963,10
"36987",2004,123
"36988",1995,88
"36989",1984,56
"36990",1966,12
"36991",1941,7
"36992",2003,90
"36993",1944,69
"36994",1991,94
"36995",1964,95
"36996",1964,99
"36997",1972,90
"36998",1948,7
"36999",1941,90
"37000",2000,15
"37001",1933,19
"37002",1984,82
"37003",2004,95
"37004",1980,97
"37005",1995,85
"37006",2003,93
"37007",1937,75
"37008",2002,82
"37009",1986,118
"37010",1981,101
"37011",1996,108
"37012",1997,98
"37013",1946,101
"37014",1930,67
"37015",2002,95
"37016",1970,88
"37017",1966,74
"37018",1962,123
"37019",1946,64
"37020",1934,64
"37021",1956,115
"37022",1981,53
"37023",1984,110
"37024",2004,80
"37025",1959,95
"37026",1986,94
"37027",1971,87
"37028",1972,91
"37029",1982,105
"37030",1987,92
"37031",1961,122
"37032",1957,107
"37033",1980,85
"37034",1957,117
"37035",1980,88
"37036",1977,80
"37037",1999,124
"37038",2003,12
"37039",1983,204
"37040",1979,135
"37041",1992,93
"37042",1977,110
"37043",1941,90
"37044",1979,100
"37045",1972,106
"37046",1952,115
"37047",1997,80
"37048",2003,98
"37049",2002,90
"37050",2000,9
"37051",1990,89
"37052",2004,142
"37053",1991,85
"37054",2001,60
"37055",2004,73
"37056",1991,129
"37057",1995,98
"37058",1985,100
"37059",1997,134
"37060",1972,82
"37061",1994,114
"37062",1981,90
"37063",1970,91
"37064",1971,92
"37065",2003,104
"37066",1979,112
"37067",1954,83
"37068",1999,111
"37069",1967,98
"37070",2002,98
"37071",2001,95
"37072",1978,88
"37073",1968,82
"37074",1935,75
"37075",1992,71
"37076",1929,120
"37077",1965,5
"37078",2002,101
"37079",2000,112
"37080",1962,6
"37081",1934,72
"37082",1938,6
"37083",1932,19
"37084",1972,88
"37085",1947,10
"37086",1926,20
"37087",1927,9
"37088",1934,81
"37089",1983,89
"37090",1995,100
"37091",1921,60
"37092",1958,7
"37093",1942,117
"37094",1975,10
"37095",1997,82
"37096",2002,100
"37097",1997,102
"37098",1998,88
"37099",2005,90
"37100",2000,93
"37101",1958,89
"37102",1998,92
"37103",1987,90
"37104",1989,86
"37105",1993,102
"37106",2000,96
"37107",1999,135
"37108",1975,181
"37109",2002,5
"37110",2003,29
"37111",1992,89
"37112",1991,94
"37113",1989,96
"37114",1994,100
"37115",1966,101
"37116",1999,98
"37117",2003,109
"37118",1998,120
"37119",2004,101
"37120",1980,94
"37121",1967,100
"37122",1962,83
"37123",1968,98
"37124",1991,90
"37125",1988,90
"37126",2003,101
"37127",1981,106
"37128",1984,96
"37129",1985,88
"37130",1993,110
"37131",2003,97
"37132",1995,106
"37133",2000,103
"37134",1964,92
"37135",1966,90
"37136",2000,114
"37137",1978,95
"37138",1995,100
"37139",2002,97
"37140",1933,83
"37141",1988,153
"37142",1986,90
"37143",2003,10
"37144",1982,135
"37145",1932,75
"37146",1997,90
"37147",1986,81
"37148",2001,14
"37149",1951,110
"37150",1955,32
"37151",1991,92
"37152",1942,85
"37153",1985,85
"37154",1977,104
"37155",1984,102
"37156",1992,126
"37157",1974,105
"37158",1981,75
"37159",1955,70
"37160",2001,93
"37161",2003,77
"37162",1939,3
"37163",1988,74
"37164",1974,113
"37165",1969,105
"37166",1976,42
"37167",1995,89
"37168",1987,103
"37169",2004,98
"37170",1976,28
"37171",1932,63
"37172",1920,23
"37173",1930,70
"37174",1973,90
"37175",1938,117
"37176",2005,5
"37177",1992,92
"37178",1996,78
"37179",1959,149
"37180",1990,89
"37181",1972,90
"37182",1978,85
"37183",1994,18
"37184",2002,78
"37185",1994,102
"37186",1982,91
"37187",1977,100
"37188",1989,170
"37189",1996,100
"37190",1961,87
"37191",1996,50
"37192",1947,58
"37193",1968,82
"37194",2000,110
"37195",1939,108
"37196",1920,88
"37197",1963,85
"37198",1941,64
"37199",1997,94
"37200",1940,7
"37201",1958,90
"37202",1921,60
"37203",2000,80
"37204",1982,101
"37205",2001,81
"37206",1990,75
"37207",1993,92
"37208",1987,116
"37209",1964,6
"37210",1917,30
"37211",1992,90
"37212",1940,18
"37213",1942,7
"37214",2000,109
"37215",1963,107
"37216",1996,95
"37217",1992,95
"37218",1971,99
"37219",2001,13
"37220",1972,204
"37221",2003,35
"37222",1967,89
"37223",1982,82
"37224",1975,80
"37225",1997,83
"37226",1991,82
"37227",2001,110
"37228",2001,95
"37229",2002,9
"37230",2002,29
"37231",2000,106
"37232",1982,18
"37233",1973,183
"37234",2001,106
"37235",2005,90
"37236",1999,10
"37237",1984,95
"37238",2003,125
"37239",2005,120
"37240",1966,71
"37241",1982,87
"37242",1935,87
"37243",1992,123
"37244",1967,7
"37245",1985,88
"37246",1999,114
"37247",1952,117
"37248",1987,109
"37249",1937,71
"37250",1974,47
"37251",1970,80
"37252",1998,106
"37253",1946,105
"37254",1967,104
"37255",1974,85
"37256",2002,76
"37257",1994,78
"37258",2002,133
"37259",1984,92
"37260",1944,57
"37261",1996,10
"37262",2005,23
"37263",1931,70
"37264",1960,110
"37265",1965,128
"37266",1993,95
"37267",2000,18
"37268",2003,14
"37269",1985,144
"37270",2001,10
"37271",2000,96
"37272",1972,90
"37273",1991,103
"37274",1998,111
"37275",1995,91
"37276",1945,142
"37277",2003,15
"37278",1991,79
"37279",1942,80
"37280",1984,40
"37281",1994,94
"37282",1996,83
"37283",1969,91
"37284",1991,68
"37285",2000,101
"37286",2000,115
"37287",2004,12
"37288",1960,61
"37289",2000,29
"37290",1984,82
"37291",1949,96
"37292",1954,103
"37293",1976,94
"37294",1955,70
"37295",2003,82
"37296",1977,135
"37297",1964,99
"37298",1996,54
"37299",1965,82
"37300",1989,112
"37301",1998,81
"37302",1996,96
"37303",2002,12
"37304",1981,90
"37305",1978,90
"37306",1971,91
"37307",1982,93
"37308",1987,110
"37309",1981,90
"37310",1971,94
"37311",1967,98
"37312",1983,100
"37313",1994,135
"37314",2002,105
"37315",2000,93
"37316",1999,155
"37317",1987,82
"37318",2001,40
"37319",2002,100
"37320",1997,106
"37321",1916,40
"37322",2003,44
"37323",1960,129
"37324",2001,116
"37325",2004,125
"37326",1985,94
"37327",2002,30
"37328",1952,116
"37329",2001,15
"37330",1987,118
"37331",1980,103
"37332",1971,76
"37333",2003,91
"37334",1984,93
"37335",2002,130
"37336",1998,94
"37337",1947,110
"37338",1980,85
"37339",1999,108
"37340",1994,97
"37341",2003,24
"37342",1998,92
"37343",2000,95
"37344",2001,91
"37345",1983,131
"37346",2003,9
"37347",1979,92
"37348",1998,97
"37349",1968,105
"37350",1978,87
"37351",1984,88
"37352",1998,28
"37353",1947,116
"37354",1984,91
"37355",1932,91
"37356",1959,96
"37357",1999,48
"37358",1976,105
"37359",1943,11
"37360",1974,120
"37361",2005,96
"37362",1950,124
"37363",1995,5
"37364",1968,81
"37365",2002,96
"37366",1985,96
"37367",1986,90
"37368",1987,87
"37369",1995,90
"37370",1980,89
"37371",1974,97
"37372",1931,80
"37373",1956,85
"37374",1934,22
"37375",1948,7
"37376",1945,7
"37377",2004,100
"37378",1998,101
"37379",1998,119
"37380",2003,138
"37381",1997,74
"37382",1969,185
"37383",1977,82
"37384",2002,89
"37385",2004,8
"37386",1957,87
"37387",1975,5
"37388",1967,97
"37389",1987,90
"37390",1993,110
"37391",2005,84
"37392",1962,80
"37393",1962,105
"37394",1957,113
"37395",1993,100
"37396",1993,100
"37397",2002,99
"37398",1988,110
"37399",2004,5
"37400",2003,24
"37401",1955,16
"37402",2000,60
"37403",1965,6
"37404",1940,9
"37405",1934,83
"37406",1946,105
"37407",1964,100
"37408",1938,103
"37409",1963,94
"37410",1994,103
"37411",1939,106
"37412",1992,115
"37413",1953,7
"37414",1946,7
"37415",1983,88
"37416",1987,86
"37417",1985,92
"37418",2001,15
"37419",1986,92
"37420",2004,15
"37421",1994,22
"37422",2001,118
"37423",1953,89
"37424",1988,102
"37425",2005,100
"37426",1999,108
"37427",2004,87
"37428",2003,105
"37429",1986,90
"37430",1997,90
"37431",1983,85
"37432",1972,9
"37433",1973,112
"37434",1980,100
"37435",2001,89
"37436",1966,80
"37437",1996,105
"37438",1999,10
"37439",1989,95
"37440",1930,9
"37441",1932,7
"37442",1997,82
"37443",1968,82
"37444",2000,12
"37445",1999,89
"37446",1930,59
"37447",1926,200
"37448",1939,7
"37449",1941,8
"37450",1932,62
"37451",1982,122
"37452",1986,149
"37453",2001,13
"37454",1996,83
"37455",2001,55
"37456",1987,99
"37457",1987,103
"37458",1971,96
"37459",1991,107
"37460",1949,7
"37461",1980,87
"37462",1968,105
"37463",1965,95
"37464",1997,90
"37465",1978,150
"37466",1993,160
"37467",2004,95
"37468",1999,175
"37469",1961,108
"37470",1968,86
"37471",1980,100
"37472",2003,90
"37473",1991,88
"37474",1967,86
"37475",1965,12
"37476",1917,23
"37477",1973,97
"37478",2003,88
"37479",2004,10
"37480",2001,9
"37481",1986,3
"37482",1972,100
"37483",1932,8
"37484",1931,16
"37485",2000,126
"37486",1951,84
"37487",1969,144
"37488",1935,77
"37489",1977,98
"37490",1980,94
"37491",1984,97
"37492",1980,103
"37493",1957,86
"37494",1937,85
"37495",1977,2
"37496",1936,59
"37497",1992,93
"37498",1989,89
"37499",1949,93
"37500",1994,90
"37501",1930,78
"37502",2004,71
"37503",1997,15
"37504",1955,101
"37505",1993,124
"37506",1962,79
"37507",2001,101
"37508",1997,101
"37509",2000,89
"37510",1999,90
"37511",1954,90
"37512",1986,80
"37513",1968,100
"37514",2004,93
"37515",1935,97
"37516",2004,56
"37517",1958,16
"37518",1954,7
"37519",1952,7
"37520",1939,18
"37521",1999,95
"37522",2003,4
"37523",2000,3
"37524",1999,15
"37525",2001,25
"37526",1954,85
"37527",2000,90
"37528",2003,95
"37529",1973,81
"37530",1978,110
"37531",1977,116
"37532",1995,199
"37533",1955,120
"37534",1974,159
"37535",1952,98
"37536",2002,97
"37537",1937,86
"37538",1946,20
"37539",1932,78
"37540",1980,97
"37541",2004,90
"37542",2001,57
"37543",1952,67
"37544",2003,170
"37545",1952,90
"37546",1973,108
"37547",1965,81
"37548",1939,85
"37549",1943,20
"37550",1956,73
"37551",1955,145
"37552",1957,80
"37553",1994,96
"37554",1992,120
"37555",1933,98
"37556",1998,95
"37557",1973,84
"37558",1987,101
"37559",1927,95
"37560",2004,100
"37561",1954,83
"37562",1998,118
"37563",1943,110
"37564",1943,6
"37565",1938,60
"37566",1941,96
"37567",1938,90
"37568",1975,9
"37569",1979,103
"37570",1934,105
"37571",1932,70
"37572",1963,86
"37573",1930,85
"37574",1984,91
"37575",1990,100
"37576",1934,66
"37577",2002,6
"37578",1939,9
"37579",1944,8
"37580",1935,20
"37581",1989,120
"37582",1939,17
"37583",1936,80
"37584",1926,111
"37585",1933,7
"37586",1983,9
"37587",1948,60
"37588",1941,8
"37589",1901,1
"37590",1939,95
"37591",2000,3
"37592",1932,10
"37593",1997,88
"37594",1935,75
"37595",2001,111
"37596",2001,5
"37597",1958,86
"37598",1999,22
"37599",2004,12
"37600",1933,7
"37601",1967,33
"37602",1936,8
"37603",1937,9
"37604",1935,8
"37605",1940,9
"37606",2000,80
"37607",1952,60
"37608",1953,60
"37609",1969,8
"37610",1998,49
"37611",1948,7
"37612",1927,88
"37613",2000,88
"37614",2003,92
"37615",1991,93
"37616",1945,6
"37617",1964,122
"37618",1936,10
"37619",1938,8
"37620",1940,11
"37621",1932,10
"37622",1965,93
"37623",1952,61
"37624",1957,83
"37625",2003,120
"37626",1982,30
"37627",1933,8
"37628",1998,92
"37629",1968,110
"37630",1994,89
"37631",2004,141
"37632",1966,60
"37633",1964,70
"37634",1964,70
"37635",1997,100
"37636",2002,6
"37637",2002,123
"37638",2003,11
"37639",2003,89
"37640",2001,88
"37641",1942,6
"37642",1948,6
"37643",2003,58
"37644",1941,6
"37645",1941,6
"37646",1988,72
"37647",1916,50
"37648",1922,98
"37649",1933,80
"37650",1948,105
"37651",1974,91
"37652",2000,90
"37653",2000,10
"37654",1934,27
"37655",1968,153
"37656",1978,91
"37657",2001,88
"37658",1983,80
"37659",1992,28
"37660",1992,110
"37661",1991,75
"37662",1920,91
"37663",1978,83
"37664",2004,123
"37665",2001,89
"37666",1968,80
"37667",1969,82
"37668",1977,105
"37669",1971,101
"37670",1981,100
"37671",1979,108
"37672",1974,102
"37673",1998,105
"37674",1972,99
"37675",1978,101
"37676",1976,91
"37677",1981,101
"37678",1970,100
"37679",1972,94
"37680",1982,101
"37681",1975,91
"37682",1999,90
"37683",2002,104
"37684",1982,110
"37685",1950,87
"37686",1978,108
"37687",1998,76
"37688",1942,7
"37689",1932,10
"37690",1979,80
"37691",1999,40
"37692",1993,85
"37693",1986,4
"37694",2001,90
"37695",1995,85
"37696",1942,61
"37697",1976,90
"37698",1957,101
"37699",1979,85
"37700",1993,106
"37701",1966,90
"37702",1999,100
"37703",1997,84
"37704",1971,98
"37705",1987,90
"37706",1968,85
"37707",1998,78
"37708",1976,107
"37709",1971,90
"37710",1963,102
"37711",1999,113
"37712",1991,118
"37713",2000,98
"37714",1937,68
"37715",1971,96
"37716",1981,90
"37717",1944,80
"37718",1939,99
"37719",1952,82
"37720",1994,102
"37721",1939,62
"37722",1981,109
"37723",2001,7
"37724",1969,140
"37725",1935,8
"37726",1973,9
"37727",1980,12
"37728",1968,13
"37729",1971,26
"37730",1951,95
"37731",1992,97
"37732",1948,98
"37733",1932,99
"37734",1981,5
"37735",1948,27
"37736",2001,85
"37737",2000,58
"37738",2000,28
"37739",1953,59
"37740",1991,76
"37741",1992,78
"37742",1986,106
"37743",1995,7
"37744",1939,94
"37745",2005,92
"37746",1970,129
"37747",1948,107
"37748",1976,100
"37749",2003,71
"37750",2000,80
"37751",1952,84
"37752",1981,110
"37753",1982,91
"37754",1998,97
"37755",1985,106
"37756",1979,90
"37757",1937,90
"37758",1959,134
"37759",1962,106
"37760",1987,117
"37761",1998,103
"37762",2001,93
"37763",1957,65
"37764",1992,95
"37765",2001,97
"37766",1971,88
"37767",2003,95
"37768",2004,17
"37769",1961,92
"37770",2004,90
"37771",1985,95
"37772",1961,89
"37773",2001,100
"37774",1926,22
"37775",1984,103
"37776",2001,85
"37777",1931,20
"37778",1951,74
"37779",1985,32
"37780",1980,96
"37781",2001,104
"37782",1947,57
"37783",2004,86
"37784",1999,90
"37785",1981,97
"37786",1951,89
"37787",1974,57
"37788",1996,26
"37789",1999,94
"37790",1999,94
"37791",1956,98
"37792",1949,98
"37793",1964,14
"37794",1954,108
"37795",1936,18
"37796",1938,7
"37797",1929,103
"37798",2001,104
"37799",1991,103
"37800",1974,100
"37801",1991,115
"37802",1965,97
"37803",1985,94
"37804",1949,92
"37805",1960,92
"37806",1938,19
"37807",1931,10
"37808",2000,90
"37809",1992,95
"37810",1947,87
"37811",1993,71
"37812",1942,115
"37813",1956,14
"37814",1958,85
"37815",1973,99
"37816",1944,89
"37817",1976,83
"37818",1984,227
"37819",2003,102
"37820",2002,104
"37821",1995,115
"37822",1968,60
"37823",1997,96
"37824",1994,103
"37825",1969,106
"37826",1937,57
"37827",1948,100
"37828",1931,80
"37829",1950,88
"37830",1965,107
"37831",1978,100
"37832",1995,96
"37833",1932,91
"37834",2000,104
"37835",1934,70
"37836",1967,22
"37837",1983,90
"37838",1978,156
"37839",1975,88
"37840",2001,75
"37841",1998,108
"37842",2003,114
"37843",1996,90
"37844",1998,102
"37845",2000,112
"37846",1916,34
"37847",1939,11
"37848",2001,28
"37849",2000,12
"37850",2001,80
"37851",1944,75
"37852",1952,8
"37853",1986,89
"37854",1940,68
"37855",1983,94
"37856",1999,25
"37857",2005,95
"37858",2000,94
"37859",1970,100
"37860",2001,9
"37861",1998,104
"37862",1955,94
"37863",1997,101
"37864",2001,63
"37865",2004,90
"37866",2001,96
"37867",1982,89
"37868",1957,7
"37869",1997,119
"37870",1934,70
"37871",1922,128
"37872",2001,105
"37873",1992,105
"37874",1996,108
"37875",2003,16
"37876",1975,133
"37877",1941,108
"37878",1960,90
"37879",1935,66
"37880",1955,7
"37881",1953,74
"37882",1991,105
"37883",1931,20
"37884",1954,90
"37885",1996,90
"37886",1963,15
"37887",1943,8
"37888",1931,82
"37889",2002,94
"37890",1985,83
"37891",2002,96
"37892",1932,80
"37893",1937,85
"37894",1961,79
"37895",1912,15
"37896",1972,93
"37897",1954,66
"37898",2004,96
"37899",1949,65
"37900",2003,88
"37901",2000,119
"37902",1973,90
"37903",1985,88
"37904",1977,87
"37905",1994,79
"37906",1989,92
"37907",1978,98
"37908",1989,90
"37909",2004,74
"37910",1999,121
"37911",1933,72
"37912",1964,105
"37913",1947,7
"37914",1969,80
"37915",1940,80
"37916",1966,91
"37917",1972,68
"37918",1952,105
"37919",1999,97
"37920",1934,85
"37921",2005,90
"37922",1986,95
"37923",1935,87
"37924",1931,7
"37925",1946,87
"37926",1971,108
"37927",1944,61
"37928",1984,94
"37929",1995,88
"37930",1997,102
"37931",1915,14
"37932",2001,93
"37933",1941,97
"37934",1940,82
"37935",1934,84
"37936",2001,57
"37937",1948,92
"37938",1977,98
"37939",1972,90
"37940",2000,10
"37941",2004,106
"37942",2004,92
"37943",1964,83
"37944",1936,94
"37945",1930,73
"37946",1935,19
"37947",1999,84
"37948",1999,30
"37949",1966,102
"37950",1967,98
"37951",1933,69
"37952",1948,90
"37953",1995,39
"37954",1997,85
"37955",1957,106
"37956",1939,79
"37957",2001,25
"37958",1942,69
"37959",1916,16
"37960",1948,82
"37961",1995,100
"37962",1998,90
"37963",1980,98
"37964",1998,127
"37965",1930,9
"37966",1954,61
"37967",1986,90
"37968",1996,106
"37969",1932,68
"37970",1964,90
"37971",1950,79
"37972",1920,19
"37973",2000,97
"37974",2004,11
"37975",1924,11
"37976",1951,77
"37977",1968,110
"37978",1978,97
"37979",2002,91
"37980",1975,100
"37981",1939,19
"37982",2003,94
"37983",1982,107
"37984",1936,95
"37985",2002,28
"37986",1942,82
"37987",1975,100
"37988",1966,100
"37989",1998,48
"37990",1988,7
"37991",2002,27
"37992",2000,109
"37993",1961,115
"37994",1983,95
"37995",1961,141
"37996",1999,106
"37997",1991,95
"37998",2003,101
"37999",1975,160
"38000",1964,105
"38001",1997,101
"38002",1979,122
"38003",1958,111
"38004",1959,90
"38005",1966,89
"38006",1967,103
"38007",1953,98
"38008",1997,16
"38009",1939,121
"38010",1970,113
"38011",1971,55
"38012",1911,12
"38013",1929,15
"38014",1998,56
"38015",1997,103
"38016",1962,106
"38017",1970,86
"38018",1968,104
"38019",1981,120
"38020",1933,105
"38021",1994,104
"38022",1997,100
"38023",1994,59
"38024",1991,104
"38025",1993,99
"38026",2002,95
"38027",1951,105
"38028",2001,116
"38029",1960,111
"38030",1974,88
"38031",1998,99
"38032",1941,124
"38033",1993,60
"38034",1965,93
"38035",2001,33
"38036",1989,130
"38037",2004,101
"38038",1947,90
"38039",1981,91
"38040",1963,106
"38041",1988,94
"38042",1972,97
"38043",1974,95
"38044",1999,6
"38045",2003,109
"38046",1992,90
"38047",1966,4
"38048",1993,120
"38049",2002,12
"38050",1986,93
"38051",1984,90
"38052",2001,87
"38053",1985,93
"38054",1969,87
"38055",1924,64
"38056",1988,90
"38057",1982,25
"38058",1987,95
"38059",2001,5
"38060",2000,53
"38061",2003,139
"38062",1996,97
"38063",1999,6
"38064",1948,68
"38065",1984,88
"38066",2003,79
"38067",1972,12
"38068",1938,9
"38069",1977,144
"38070",1960,7
"38071",1976,85
"38072",1987,88
"38073",1999,93
"38074",1994,8
"38075",1991,90
"38076",2000,95
"38077",1999,88
"38078",2001,123
"38079",1998,20
"38080",1959,143
"38081",2003,91
"38082",1963,77
"38083",1999,15
"38084",1961,77
"38085",1959,84
"38086",1965,90
"38087",1995,90
"38088",1965,115
"38089",1975,118
"38090",1986,95
"38091",1997,93
"38092",1998,94
"38093",2001,96
"38094",1999,91
"38095",1967,9
"38096",1995,104
"38097",1961,92
"38098",1977,118
"38099",1993,95
"38100",1950,73
"38101",1957,105
"38102",1951,111
"38103",1959,100
"38104",1957,5
"38105",1969,90
"38106",1952,108
"38107",1945,3
"38108",1962,83
"38109",1999,90
"38110",1956,5
"38111",1990,86
"38112",1971,9
"38113",1930,10
"38114",1952,7
"38115",2000,93
"38116",1934,85
"38117",2000,102
"38118",1965,96
"38119",1977,91
"38120",1967,104
"38121",1967,100
"38122",1966,83
